微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
猛然君,08月17日 22:39,//weibo.com/6076953197/M1veX935d?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,yellow,0,0,0
枝头薄雪,08月17日 22:39,//weibo.com/3815767624/M1veVmzw0?refer_flag=1001030103_,#重庆涪陵突发山火#我看成火山，吓了一大跳 ?,yellow,0,0,1
生命时报,08月17日 22:39,//weibo.com/1774057271/M1veVmygr?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】据人民日报记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。  L人民日报的微博视频 ?,blue,4,6,16
AI机器人时代,08月17日 22:39,//weibo.com/6417385970/M1veUaDge?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,gold,0,1,1
我会挣大钱嗯呐,08月17日 22:39,//weibo.com/5041446747/M1veU8r7Y?refer_flag=1001030103_,#重庆涪陵突发山火#负重前行的人，一定一定要平安归来。辛苦。为你们默默加油。 ?,yellow,0,1,11
新浪健康派,08月17日 22:39,//weibo.com/6723451248/M1veTe4AQ?refer_flag=1001030103_,【#官方回应涪陵发生山火# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！@央视新闻 ?,blue,0,0,0
TFB合体了么,08月17日 22:39,//weibo.com/7267067906/M1veS5sH6?refer_flag=1001030103_,#重庆涪陵突发山火#平平安安? ?,yellow,0,0,2
科技重症者,08月17日 22:39,//weibo.com/1842001241/M1veRdjEN?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,yellow,0,0,0
大哒嗎,08月17日 22:39,//weibo.com/7195773141/M1vePrWx3?refer_flag=1001030103_,#重庆涪陵突发山火#平安平安?? ?,yellow,0,0,0
福建东南网,08月17日 22:39,//weibo.com/1598078571/M1vePmq9g?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。L人民日报的微博视频 ?,blue,1,0,2
今日温江人,08月17日 22:39,//weibo.com/6535728671/M1veOcGET?refer_flag=1001030103_,【愿平安！重庆涪陵突发山火】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火。#重庆涪陵北山坪发生山火# L西昌同城会的微博视频 ??? L今日温江人的微博视频 ?,yellow,0,1,0
平凉森林消防,08月17日 22:39,//weibo.com/5855547525/M1veMp86G?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ?,blue,2,2,2
K-ununun,08月17日 22:39,//weibo.com/7567120065/M1veLBnlm?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,yellow,0,0,0
吹走贫穷,08月17日 22:39,//weibo.com/5537305074/M1veLgulO?refer_flag=1001030103_,#重庆山火#快下雨吧 ?,yellow,0,0,0
吃百家饭的流浪孩子,08月17日 22:39,//weibo.com/7689737789/M1veIgYRZ?refer_flag=1001030103_,#重庆涪陵突发山火#一定要注意安全，现在天太干了。大家也要注意防范 ?,yellow,0,0,0
K-Kununun,08月17日 22:39,//weibo.com/7418393374/M1veI4Shu?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,yellow,0,0,0
寝河_,08月17日 22:39,//weibo.com/3625670437/M1veHr1Y6?refer_flag=1001030103_,#重庆涪陵突发山火#一定要平安 ?,yellow,0,0,0
新闻晨报,08月17日 22:39,//weibo.com/1314608344/M1veGhidr?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）L人民日报的微博视频 ?,blue,3,1,6
K-unun,08月17日 22:38,//weibo.com/7361481702/M1veE8OnC?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,yellow,0,0,0
电白检察,08月17日 22:38,//weibo.com/5642825408/M1veDjZn0?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。@人民日报 （人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,1,15,23
重庆生活播报,08月17日 22:38,//weibo.com/2949047254/M1veCDWwe?refer_flag=1001030103_,#涪陵山火#【愿平安！重庆涪陵突发山火！】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报） L人民日报的微博视频 2重庆 ?,gold,309,204,311
K-Kunun,08月17日 22:38,//weibo.com/7737227238/M1veAzQQL?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,yellow,0,0,0
内蒙古日报,08月17日 22:38,//weibo.com/3919603060/M1veztqix?refer_flag=1001030103_,#涪陵山火# 【 #重庆涪陵山火仍在扑救中#暂无人员伤亡】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，据重庆消防救援总队消息，目前山火仍在扑救过程中，暂无人员伤亡，后续情况正在了解中。（人民日报 央视）  L人民日报的微博视频 ?,blue,0,0,5
一点资讯,08月17日 22:38,//weibo.com/3515267842/M1veyjFPJ?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾） L人民日报的微博视频 ?,blue,0,0,1
九派新闻,08月17日 22:38,//weibo.com/7516679696/M1vexDDzC?refer_flag=1001030103_,#涪陵山火#【愿平安！重庆涪陵突发山火：火势猛烈，消防正在扑救中】#涪陵山火暂无人员伤亡#8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。（央视新闻）@九派新闻 L九派新闻的微博视频 ?,blue,0,0,2
Brevityof,08月17日 22:38,//weibo.com/3282726021/M1veuoJX8?refer_flag=1001030103_,#重庆涪陵突发山火#平安归来 ?,yellow,0,0,3
布尔红,08月17日 22:38,//weibo.com/7549734653/M1velyZHO?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】据@人民日报 消息，记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。 L人民日报的微博视频 ???,yellow,0,0,0
红红红红呦,08月17日 22:38,//weibo.com/5604663261/M1vekEDcl?refer_flag=1001030103_,#重庆涪陵突发山火#突然有一个想法，希望雨神多一点，山火易发期住山上，让消防员不那么辛苦 ?,yellow,0,0,0
时空旅者i7,08月17日 22:38,//weibo.com/5856993726/M1veihT0M?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安? ?,yellow,0,0,0
北京头条,08月17日 22:38,//weibo.com/1644948230/M1veihRLr?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火# 火光笼罩夜空】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火，后续情况正在了解中。  L青流视频的微博视频 ?,blue,2,4,5
213寝室室长,08月17日 22:38,//weibo.com/3602137992/M1vehF8lj?refer_flag=1001030103_,#涪陵山火#最担心的事终于还是发生了，重庆已经太热了，什么时候下场雨啊 ?,yellow,0,1,1
安康政法,08月17日 22:38,//weibo.com/6315206710/M1vehpJpL?refer_flag=1001030103_,【森林发生火灾如何逃生】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，险情哪怕是专业的救火队员，都难以预料，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险。  ???据人民日报～#涪陵山火##重庆涪陵突发山火#，救援人员都要平安 收起d,blue,0,0,1
老顽童的记忆微博,08月17日 22:37,//weibo.com/6818200845/M1vegzMJ3?refer_flag=1001030103_,愿平安！重庆涪陵北山坪突发山火 @新浪新闻 O愿平安！重庆涪陵北山坪突发山火 ?,yellow,0,0,2
时年时北,08月17日 22:37,//weibo.com/5247159311/M1vegxAIH?refer_flag=1001030103_,#涪陵山火#重庆这段时间真的太热了，消防员们一定注意安全啊！ L时年时北的微博视频 ?,yellow,0,0,2
维维EnjoyLife,08月17日 22:37,//weibo.com/6038956614/M1vefmLmj?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安，消防员也要注意安全??? ?,yellow,0,0,1
财经网,08月17日 22:37,//weibo.com/1642088277/M1vefkxEO?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】#涪陵山火# 记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）  L人民日报的微博视频 ???,blue,9,14,31
辽视第一时间,08月17日 22:37,//weibo.com/1368805177/M1vee8Cvg?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
长云龙leo,08月17日 22:37,//weibo.com/5974550036/M1vec5Dft?refer_flag=1001030103_,#涪陵山火#【重庆涪陵区发生山火 消防正在现场】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。 ?,gold,0,0,0
风华正茂是你,08月17日 22:37,//weibo.com/6192406627/M1ve7Ey27?refer_flag=1001030103_,#涪陵山火#我今天就在想，我们重庆这么热，山又多，会不会发生山火。结果，一点进来。。愿无人员伤亡 ?,yellow,0,0,1
mangoyiy,08月17日 22:37,//weibo.com/3809884218/M1ve4nr49?refer_flag=1001030103_,#重庆涪陵突发山火#多灾多难的一年。重庆加油。老天爷快下雨吧。 ?,yellow,0,0,0
生日在立冬前后,08月17日 22:37,//weibo.com/7049499616/M1ve4sVWL?refer_flag=1001030103_,#重庆涪陵突发山火#希望能来一场雨浇灭这场火 ?,yellow,0,0,0
江南风云气象爱好者,08月17日 22:37,//weibo.com/7607386338/M1ve3gYQE?refer_flag=1001030103_,?【突发事件】?      据网络消息，自今日下午17时左右起到目前为止，重庆涪陵区大梁山、北山坪地区发生森林火灾事件，其分别出现一处、两处起火点，且火势进一步扩大中。      其中，北山坪起火点离城区的距离非常小，山火随时都会威胁到山脚下居民的安危！对于涪陵人民来说，这是心惊胆战的一晚！      当前，全国高温肆虐，我们提醒所有的朋友，一旦遇到山火/火灾事件发生，应第一时间远离避难，切不可多一分一秒逗留！      愿所有人今夜后都能平安归来！ #涪陵山火#  #重庆涪陵山火仍在扑救中#                                      （所有图片均来源于网络） 收起d,yellow,4,11,38
菲林妈咪,08月17日 22:37,//weibo.com/5511825743/M1ve3dGTh?refer_flag=1001030103_,#重庆山火#消防员要平安！！所有的消防员们！你们一定要平安！！ ?,yellow,0,0,0
好想吃生腌哇,08月17日 22:37,//weibo.com/5454689871/M1ve3cACI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安? ?,yellow,0,0,1
yhxtk,08月17日 22:37,//weibo.com/7433319858/M1ve2ktHh?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安? ?,yellow,0,0,0
仙度瑞拉是个格格巫,08月17日 22:37,//weibo.com/3834784956/M1ve1uxEY?refer_flag=1001030103_,#重庆涪陵突发山火#一定平安 ?,yellow,0,0,0
西昌同城会,08月17日 22:37,//weibo.com/1934261755/M1vdYfCGG?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火。#重庆涪陵北山坪发生山火# L西昌同城会的微博视频 ?,yellow,0,1,2
多彩贵州网,08月17日 22:37,//weibo.com/1960601312/M1vdSybaa?refer_flag=1001030103_,【愿平安！#重庆涪陵北山坪发生山火#】8月17日晚，重庆涪陵北山坪突发山火，后续情况正在了解中。@人民日报 L人民日报的微博视频 ???,blue,0,0,2
俊晨滴啵啵,08月17日 22:37,//weibo.com/5603204580/M1vdSCAzD?refer_flag=1001030103_,#重庆山火#救命，愿消防员平平安安??? ?,yellow,0,0,1
竹都卫士,08月17日 22:36,//weibo.com/5635538117/M1vdR5JaS?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
流火如夏LHRX,08月17日 22:36,//weibo.com/3867279583/M1vdOtjHA?refer_flag=1001030103_,#重庆涪陵突发山火#希望损失降到最低，不要有伤亡??? ?,yellow,0,0,9
·特困生快溜,08月17日 22:36,//weibo.com/6006568112/M1vdK2slv?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安归来啊 ?,yellow,0,0,1
青舟如梦,08月17日 22:36,//weibo.com/5514960487/M1vdK1n2k?refer_flag=1001030103_,#重庆涪陵突发山火#大家都要平安啊 ?,yellow,0,0,4
Jane的小迷弟,08月17日 22:36,//weibo.com/5947406493/M1vdH6gaj?refer_flag=1001030103_,#重庆涪陵突发山火#天哪，一定要平安 ?,yellow,0,0,0
Jiu久久-,08月17日 22:36,//weibo.com/6471737535/M1vdFgtNE?refer_flag=1001030103_,#重庆涪陵突发山火#一切平安！?? ?,yellow,0,0,1
珠海公安,08月17日 22:36,//weibo.com/1709350393/M1vdErDgr?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。#四川重庆霸榜凌晨全国高温前十# （人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,1
猫咪与鼠标都爱吃肉,08月17日 22:36,//weibo.com/2986309902/M1vdDzuPn?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安?? ?,yellow,0,0,0
心想事成的姐姐呀,08月17日 22:36,//weibo.com/2498852047/M1vdDv71Z?refer_flag=1001030103_,重庆涪陵山火是高温引起的吗？愿平安！下一场大雨吧！ ?,yellow,0,0,0
柠檬气泡水2012,08月17日 22:36,//weibo.com/7535530156/M1vdCBQBX?refer_flag=1001030103_,#重庆涪陵突发山火#天哪，一定都要平平安安的??? ?,yellow,0,0,0
天津消防,08月17日 22:36,//weibo.com/2085621483/M1vdxByKO?refer_flag=1001030103_,【#重庆涪陵山火仍在扑救中#发生山火如何避险】#涪陵山火#发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，哪怕是专业的救火队员，都难以预料险情如何发展。面对危险，想要成功逃生，关键是要想办法逃开高危环境、迅速避险……戳视频↓↓L国家应急广播的微博视频 ?,blue,13,9,40
新浪热点,08月17日 22:36,//weibo.com/2318910945/M1vdxl3S3?refer_flag=1001030103_,【#官方回应涪陵发生山火#】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。#涪陵山火# @央视网 L人民日报的微博视频 ?,blue,3,11,13
中原网,08月17日 22:36,//weibo.com/1746692527/M1vdvxv0C?refer_flag=1001030103_,#重庆涪陵突发山火暂无人员伤亡#【#重庆涪陵区突发山火# 消防正在现场扑救】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。（央视新闻） L红星新闻的微博视频 ?,blue,0,0,1
