,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
5116,Victoria-farewell,08月23日 23:26,//weibo.com/1153483460/M2q6WzCLb?refer_flag=1001030103_,#重庆北碚山火仍在蔓延#这风里依旧一大股烤焦的臭味，火势应该不小。 ?,None,0,1,0,35
5117,我是萌萌哒美少女呀,08月23日 23:26,//weibo.com/1774062734/M2q6V8gxi?refer_flag=1001030103_,重庆市长寿区洪湖发生山火召集自愿者支援看到信息的朋友可以联系当地消防队或者社区 L我是萌萌哒美少女呀的微博视频 ?,None,0,0,5,57
5118,源禹Y爱喝纯牛奶,08月23日 23:26,//weibo.com/6091013394/M2q6Ug8pB?refer_flag=1001030103_,#重庆山火#重庆今年这段时间真的是好几个地方都发生了山火 ?,yellow,0,0,1,30
5119,-等待栀子花开-,08月23日 23:26,//weibo.com/6238512849/M2q6N7n9V?refer_flag=1001030103_,#重庆山火#持續了很久了，只能祈求天降雨?? ?,None,0,0,1,24
5120,小孩都不出汗,08月23日 23:26,//weibo.com/7508154799/M2q6LphGm?refer_flag=1001030103_,#重庆山火#求求下雨吧，真的求求了 ?,None,0,0,0,19
5121,京杭大运河的书好少好难借,08月23日 23:25,//weibo.com/2105429801/M2q6HzPHe?refer_flag=1001030103_,#碎碎念# 杭州明天要降温了，真是太好了！也希望重庆山火能快点灭掉，在重庆的所有人都安全健康 ?,None,0,0,0,48
5122,爱做梦的咸鱼不敢躺平叻,08月23日 23:25,//weibo.com/5627553935/M2q6E3kqK?refer_flag=1001030103_,#重庆山火#求求了，别再烧了重庆太难了 ?,ip,0,2,0,21
5123,洛必达达必洛,08月23日 23:25,//weibo.com/7034882643/M2q6Cv8Rr?refer_flag=1001030103_,#重庆山火#赶紧下一场雨吧 ?,None,0,0,0,15
5124,xiaoqiongqiong吖,08月23日 23:25,//weibo.com/3779256670/M2q6uyDRi?refer_flag=1001030103_,#重庆山火#拜托了，下场雨吧，求求了 ?,None,0,0,1,20
5125,Morii陌墨,08月23日 23:25,//weibo.com/6144250974/M2q6qm4ZW?refer_flag=1001030103_,#重庆电网最大负荷已达到历史极值#我们家坚持只有晚上睡觉开，家用电器一不用就拔，真的怕浪费一点点给需要的朋友现在高温都能忍了，山火扑不灭太难受了 ?,yellow,4,10,121,74
5126,青柠的年糕,08月23日 23:25,//weibo.com/3936466415/M2q6q4tLB?refer_flag=1001030103_,#重庆山火#???下场雨吧??? ?,None,0,0,0,18
5127,奔跑的蜗牛89758,08月23日 23:25,//weibo.com/6343726445/M2q6pymnw?refer_flag=1001030103_,#重庆山火#老天爷啊，赶紧下点雨吧，求求了！ ?,None,0,0,0,24
5128,寤而蕤蕤,08月23日 23:25,//weibo.com/3200300451/M2q6pfEsz?refer_flag=1001030103_,#重庆山火#下雨吧下雨吧?? ?? ?? ?? ?? ?? 让山火灭了吧，要不是降降温不复燃不扩大火势也好啊 ?,yellow,0,0,0,56
5129,泥娃娃selina,08月23日 23:25,//weibo.com/2078020905/M2q6kvR9T?refer_flag=1001030103_,张大仙家人们，这个八月的重庆好难过，高温，疫情，山火，限电，特别是看到那些冲在一线扑火的自愿者，消防人员，眼泪止不住的流，每天晚上都能听到风呼呼的刮，无法想象火背风吹得有多旺，真的揪心，我想去当自愿者。但是我又在哺乳期，心情好沉重，想大哭一场 ?,None,0,0,0,124
5130,娱乐影视馆,08月23日 23:24,//weibo.com/2136213265/M2q6i6SXk?refer_flag=1001030103_,今日23时全国气温前十#重庆山火# ?,yellow,0,0,0,19
5131,Summer_夏末七七,08月23日 23:24,//weibo.com/5186762536/M2q6eixgp?refer_flag=1001030103_,#重庆山火#根据涪陵和南川的山火的起火原因，估计大多数起火原因都是晚上是用电高峰期。电线负荷过大引起的火灾。哎这个有什么办法解决吗 ?,None,1,7,1,67
5132,毛毛的妈妈wza,08月23日 23:24,//weibo.com/6765523321/M2q688vKU?refer_flag=1001030103_,#重庆山火#顶上去 ?,None,0,0,0,11
5133,背着手儿看花,08月23日 23:24,//weibo.com/2050382933/M2q67rmYj?refer_flag=1001030103_,岁月静好，只因有人替我们负重前行，感恩，感谢每一位此刻还在为扑灭山火而奋战的平凡英雄，愿平安???? #重庆山火# #重庆特重等级高温# 2重庆 ?,yellow,0,1,4,74
5134,等风景的李,08月23日 23:24,//weibo.com/6983832595/M2q62umxp?refer_flag=1001030103_,#重庆山火#重庆长寿的朋友有吗，洪湖也起山火了吗 ?,None,0,16,7,26
5135,Labobop,08月23日 23:24,//weibo.com/5092809883/M2q61kD3f?refer_flag=1001030103_,#重庆山火#一定要平安?? 2重庆 ?,yellow,0,0,0,19
5136,百姓评车,08月23日 23:23,//weibo.com/1001961051/M2q5UuyQm?refer_flag=1001030103_,??重庆雄起！#重庆山火# ?,yellow,0,0,1,15
5137,说不完的吧啦,08月23日 23:23,//weibo.com/7618096047/M2q5U9Et0?refer_flag=1001030103_,#重庆山火#祝你平安 ?,None,0,0,0,12
5138,亓风颂玄,08月23日 23:23,//weibo.com/6187105873/M2q5MvR5a?refer_flag=1001030103_,#重庆山火#天哪 ?,yellow,0,0,0,10
5139,林夏怡度,08月23日 23:23,//weibo.com/2285006260/M2q5LjVFx?refer_flag=1001030103_,?正发生在重庆的疫情、高温、干旱、山火、限电，每个词都跟生命息息相关，重庆崽儿天生血气方刚，我们都爱的这座城，一定可以平安渡过这关！??????山城加油！雾都加油！重庆雄起！雄起！雄起！??????#愿一切平安##重庆##愿山河无恙人间皆安##向一线工作者致敬##重庆雄起# 2重庆 收起d,None,0,0,2,145
5140,口袋带带,08月23日 23:23,//weibo.com/6346399788/M2q5KsRVd?refer_flag=1001030103_,重庆山火也烧到我无语了，能调去砍树造隔离带和灭火的都去了，真的很困难。上次去溶洞避暑的人是真实存在的，有时候别人的痛苦真的存在，理解一下吧。 ?,None,0,0,1,72
5141,zuojlUki扣扣哦哦哦哦哦哦哦得了,08月23日 23:23,//weibo.com/5792820158/M2q5JgWB2?refer_flag=1001030103_,高温 山火 疫情都奔着重庆来了 ?,None,0,0,0,17
5142,哒吃吃,08月23日 23:23,//weibo.com/5119028679/M2q5GBdOZ?refer_flag=1001030103_,#重庆山火#快点下场雨吧，求求川渝了? ?,None,0,0,1,21
5143,屁屁痞痞_,08月23日 23:23,//weibo.com/3901653352/M2q5EhK0Z?refer_flag=1001030103_,#重庆山火# 缙云山这个山火什么时候停？ 高中都要烧没得了 ?,None,0,7,5,31
5144,MD_苏酥,08月23日 23:23,//weibo.com/6034653567/M2q5zglYC?refer_flag=1001030103_,#重庆山火#希望赶紧来一场及时雨，看着太揪心了！ ?,yellow,0,1,1,26
5145,notSociopath_C,08月23日 23:22,//weibo.com/7196519495/M2q5txQgl?refer_flag=1001030103_,#重庆北碚山火#就在家门口 ?,None,0,3,1,15
5146,玛卡巴卡吃郡肝,08月23日 23:22,//weibo.com/7721715339/M2q5j1mtx?refer_flag=1001030103_,#重庆山火#向消防员致敬这么酷热的天气，待房间都觉得要中暑，更别说穿着工作服在野外救火太不容易了，再次敬礼！ ?,ip,0,2,12,56
5147,空酒书mio,08月23日 23:22,//weibo.com/5692718106/M2q5heRZ0?refer_flag=1001030103_,#重庆山火#又有山火啊...这得多热啊.... ?,None,0,0,0,25
5148,米德卢维骑,08月23日 23:22,//weibo.com/5344792788/M2q58kIvP?refer_flag=1001030103_,#重庆山火##重庆北碚山火仍在蔓延# 近期，重庆持续高温。8月21日晚，地处缙云山脉的北碚区歇马街道虎头村发生山火。截至目前，火势仍在蔓延。#博文分享季##微博vc计划# L米德卢维骑的微博视频 ?,yellow,0,0,0,99
5149,豆浆不想配油条,08月23日 23:21,//weibo.com/5891342427/M2q5609yf?refer_flag=1001030103_,#重庆山火#快下雨吧 ?,yellow,0,0,0,12
5150,HK-wu,08月23日 23:21,//weibo.com/6482577833/M2q55nplB?refer_flag=1001030103_,#重庆山火#帮忙转发一下吧谢谢！！！！ ?,None,3,0,1,21
5151,_呼呼小猫,08月23日 23:21,//weibo.com/6616715881/M2q54u9XV?refer_flag=1001030103_,#重庆山火#来场雨吧 ?,None,0,0,0,12
5152,万朵朵朵山河,08月23日 23:21,//weibo.com/5767252612/M2q53C18b?refer_flag=1001030103_,#重庆山火#今年夏天太难了，赶紧下一场大雨吧夏天快快过去 ?,None,0,0,0,30
5153,三更鸡鸣就起床,08月23日 23:21,//weibo.com/5861499335/M2q52q62L?refer_flag=1001030103_,生活在重庆真的想亖啊 补货了高温、疫情、山火、限电全齐了，好几把魔幻的2022，重庆人没惹、、、 ?,None,0,0,0,50
5154,曼曼减肥,08月23日 23:21,//weibo.com/5529012643/M2q52nTr4?refer_flag=1001030103_,今天上午在窗户上看到的录了下来，当时我们也不知道这个方向是哪儿。#重庆山火##重庆北碚区发生山火# 打119也说不清楚，于是我就拿着我录的视频去了大学城熙街消防队，消防员说是北碚山火已经有人在处理了。 2重庆·重庆大学城 L曼话减肥的微博视频 ?,ip,0,1,2,123
5155,日本沙雕日常,08月23日 23:21,//weibo.com/5543176559/M2q4UFH3i?refer_flag=1001030103_,由于重庆遭超40度高温炙烤，发生山火，加上电力不足，地铁采用的是超省电模式运行（虽然有空调，但照明几乎全关）。只有电子信息量红得发亮，整个车厢充满了生化危机感。（求赶紧下场雨吧，哎！） ?,gold,85,49,584,94
5156,梅筱meixiaoxu,08月23日 23:21,//weibo.com/2812721652/M2q4Sk032?refer_flag=1001030103_,#重庆山火#祈祷? ?,None,0,0,0,11
5157,山崎元子酱,08月23日 23:21,//weibo.com/5587093887/M2q4RdzGM?refer_flag=1001030103_,#重庆山火#祝平安 ?,ip,0,0,0,11
5158,艾艾的plog,08月23日 23:21,//weibo.com/5771804182/M2q4NDvn8?refer_flag=1001030103_,#重庆山火#赶紧来场大雨吧，这不下雨可真是热死了！！ ?,None,0,0,0,28
5159,violet-九十,08月23日 23:21,//weibo.com/5221446862/M2q4MdhW2?refer_flag=1001030103_,求求了，下场雨吧，下场雨就可以解决重庆四分之三的困境了。山火、高温、干旱、疫情，重庆今年本命年吗，怎么这么难啊消防员、医护人员、室外工作者和所有为时下的难题奔波的人们都要平平安安的啊 ?,yellow,0,0,3,93
5160,乐天凌,08月23日 23:21,//weibo.com/1202968283/M2q4LewVa?refer_flag=1001030103_,#山火扑救现场的这一幕让人揪心# 争分夺秒，武警官兵全力扑救山火。（武警重庆总队） L乐天凌的微博视频 ?,gold,3,1,31,53
5161,一颗小芧栗,08月23日 23:20,//weibo.com/6803414963/M2q4C9oLk?refer_flag=1001030103_,#重庆山火##重庆疫情# 重庆加油啊? ?,None,0,0,0,21
5162,蜗牛在走,08月23日 23:20,//weibo.com/6383416255/M2q4C8hY6?refer_flag=1001030103_,#重庆山火#愿平安 ?,None,0,0,0,11
5163,呜呜呜呜555啊,08月23日 23:20,//weibo.com/7422276369/M2q4AFBKh?refer_flag=1001030103_,#重庆山火#看得我心碎，老天啊，快来场大雨吧，保佑大家都平平安安的啊 ?,None,0,0,0,36
5164,竹竹竹竹耶,08月23日 23:20,//weibo.com/5783442170/M2q4AjEs0?refer_flag=1001030103_,#重庆北碚山火仍在蔓延#好心疼啊不要再烧了哇，下点雨吧 ?,None,0,1,1,29
5165,Brzoskwiniaaaa-,08月23日 23:20,//weibo.com/7638840014/M2q4zphNA?refer_flag=1001030103_,#重庆山火#快下雨快下雨 ?,None,0,0,0,14
5166,LuvNaeun,08月23日 23:20,//weibo.com/3828919157/M2q4qBJM5?refer_flag=1001030103_,#重庆山火#加油 ?,None,0,0,1,10
5167,愿如夏花灿烂不止,08月23日 23:20,//weibo.com/2159920734/M2q4nkDfq?refer_flag=1001030103_,#重庆山火# 重庆南泉今天又发山火，越来越大，隔离带都快挖不赢了，再过一晚，建文峰可能就没了，好揪心！ L愿如夏花灿烂不止的微博视频 ?,None,1,2,3,68
5168,沐晨曦很乖,08月23日 23:20,//weibo.com/6636562916/M2q4lBsg7?refer_flag=1001030103_,#重庆山火#重庆加油。八月份又是疫情  又是山起火了 重庆这是怎么了?????我的重庆要挺过去啊啊啊啊 L沐晨曦很乖的微博视频 ?,yellow,0,0,6,65
5169,超爱西兰花哒,08月23日 23:20,//weibo.com/5824039259/M2q4lgy9p?refer_flag=1001030103_,#中国气象局调派人工增雨飞机抵达重庆#保佑重庆，快给我们重庆下一场雨吧山火、高温、疫情、缺电重庆雄起?? ?,None,0,0,0,54
5170,慕·风凌雪,08月23日 23:19,//weibo.com/7686167997/M2q4gf9p1?refer_flag=1001030103_,#重庆山火#评论区说当地老百姓自己组成了志愿者上山灭火、物资供应！现在部队上去把他们换下来，部队上去灭火了。这就是我们这片土地上善良团结的人民，这就是我们喜欢的人民子弟兵，祈祷大家都平安！ ?,ip,0,0,4,96
5171,之逸一,08月23日 23:19,//weibo.com/6128673980/M2q4aDdKv?refer_flag=1001030103_,#重庆山火#一定要平安啊 ?,None,0,0,0,14
5172,感叹小志,08月23日 23:19,//weibo.com/6804136291/M2q4azUx4?refer_flag=1001030103_,#重庆山火#给重庆下场雨吧 ?,None,0,0,1,15
5173,小伊安,08月23日 23:19,//weibo.com/1849781181/M2q49riby?refer_flag=1001030103_,#重庆山火#大威天龙，大罗法咒，般若诸佛，般若巴嘛空！降雨！大威天龙，大罗法咒，般若诸佛，般若巴嘛空！降雨！????大威天龙，大罗法咒，般若诸佛，般若巴嘛空！降雨！???大威天龙，大罗法咒，般若诸佛，般若巴嘛空！降雨！??? ?,ip,0,0,4,114
5174,想喝冰阔落i,08月23日 23:19,//weibo.com/5519116913/M2q44oNMi?refer_flag=1001030103_,#重庆山火#我愿称之为年度最佳图 ?,None,5,0,208,18
5175,面包脸小狗,08月23日 23:19,//weibo.com/5268978701/M2q3Ve9Jr?refer_flag=1001030103_,为什么为什么为什么重庆四处都是山火啊，为什么热了这么久都是最近这几天起山火啊，为什么偏偏着火每天都是大风啊，为什么是从山顶开始起火啊，为什么偏偏这么热的时候疫情突发啊！！！！#重庆山火##重庆大足区山火燃烧一夜未灭# 明天就是燃烧的第五天了，太难了。 ?,None,0,0,0,127
5176,大赢家x,08月23日 23:19,//weibo.com/1849668513/M2q3V22Xx?refer_flag=1001030103_,##重庆山火# 前线信息山火还在烧从北碚烧到璧山了 好几十公里广西四川都支援了几百名消防官兵希望平安！? L大赢家x的微博视频 ?,None,0,9,3,65
5177,别吵吵关你啥事,08月23日 23:18,//weibo.com/5299221784/M2q3Sj1jY?refer_flag=1001030103_,#重庆山火#别在烧了，老天，下场雨给重庆吧去灭火的消防员和自愿者都要注意安全，平安回来啊????? ?,None,0,0,4,51
5178,子落局外l,08月23日 23:18,//weibo.com/3672638552/M2q3QifWr?refer_flag=1001030103_,#重庆山火#巴南、北碚山火还是疯狂肆虐，长寿、云阳又烧起来了。心疼救援人员和当地居民！老天爷，你放过我们重庆的山，放过我们重庆的人吧?? ?,None,0,4,8,70
5179,居居大宝贝der揪揪,08月23日 23:18,//weibo.com/5726563389/M2q3PlHLA?refer_flag=1001030103_,#重庆山火#哎 这都多少天了 还在烧 重庆快点下雨吧 ?,yellow,0,0,0,28
5180,猪俊一怀里的lu,08月23日 23:18,//weibo.com/7774835441/M2q3KAOOj?refer_flag=1001030103_,#重庆山火#快快降雨，快快降雨，球球了 ?,None,0,0,0,21
5181,廿廿的苹果,08月23日 23:18,//weibo.com/2243470542/M2q3J7iv3?refer_flag=1001030103_,重庆今年夏天真的太难了，高温，山火，限电，疫情。快下雨吧！ ?,None,0,0,0,31
5182,-不是青山-,08月23日 23:18,//weibo.com/3229146727/M2q3HFIPt?refer_flag=1001030103_,#重庆山火# 希望救火人员一切平安，希望快点下雨???希望一切早点过去 ?,None,0,0,0,37
5183,拍者Partner,08月23日 23:18,//weibo.com/6768303733/M2q3Gdgtj?refer_flag=1001030103_,【热点梳理：千余人扑灭重庆奉节山火 鄱阳湖洞庭湖“缩水”超6成】8月23日上午，我国成功发射中科院创新十六号卫星；23日，重庆奉节安坪镇，多个部门一千余人连夜扑救，山火被扑灭；受近期高温影响，7月以来，鄱阳湖洞庭湖均“缩水”超6成；西藏自治区疫情防控发布会称，23日0时至14时，全区共新增确诊5例，无症状感染者206例。（制作：范文薇 运营：张高歌）@新京报我们视频 L新京报我们视频的微博视频 收起d,blue,0,0,1,202
5184,just_yoghourt,08月23日 23:18,//weibo.com/5846923970/M2q3EF695?refer_flag=1001030103_,#重庆山火#快下雨快下雨快下雨！！！急死我了！！！ 上海下暴雨了 川渝也赶紧下！！！希望大家都平平安安的呜呜呜 ?,None,0,2,3,57
5185,永远并不远-,08月23日 23:18,//weibo.com/7778279282/M2q3Eaitt?refer_flag=1001030103_,#重庆山火##贵州赤水山火#??????求一场大雨? ?,None,0,0,0,28
5186,多喝点水的七号同学,08月23日 23:18,//weibo.com/6137539534/M2q3D0yAy?refer_flag=1001030103_,#重庆山火##重庆北碚山火##川渝人民要哭了##重庆北碚山火仍在蔓延#  我的缙云山 ?,None,0,0,1,44
5187,紧急呼叫,08月23日 23:18,//weibo.com/1951123110/M2q3ABlFZ?refer_flag=1001030103_,【热点梳理：千余人扑灭重庆奉节山火 鄱阳湖洞庭湖“缩水”超6成】8月23日上午，我国成功发射中科院创新十六号卫星；23日，重庆奉节安坪镇，多个部门一千余人连夜扑救，山火被扑灭；受近期高温影响，7月以来，鄱阳湖洞庭湖均“缩水”超6成；西藏自治区疫情防控发布会称，23日0时至14时，全区共新增确诊5例，无症状感染者206例。（制作：范文薇 运营：张高歌）@新京报我们视频 L新京报我们视频的微博视频 收起d,blue,0,1,3,202
